pile1,pile2,pile3
23,92,75
23,93,74
23,94,73
23,95,72
24,0,24
24,1,25
24,2,26
24,3,27
24,4,28
24,5,29
24,6,30
24,7,31
24,8,16
24,9,17
24,10,18
24,11,19
24,12,20
24,13,21
24,14,22
24,15,23
24,16,8
24,17,9
24,18,10
24,19,11
24,20,12
24,21,13
24,22,14
24,23,15
24,24,0
24,25,1
24,26,2
24,27,3
24,28,4
24,29,5
24,30,6
24,31,7
24,32,56
24,33,57
24,34,58
24,35,59
24,36,60
24,37,61
24,38,62
24,39,63
24,40,48
24,41,49
24,42,50
24,43,51
24,44,52
24,45,53
24,46,54
24,47,55
24,48,40
24,49,41
24,50,42
24,51,43
24,52,44
24,53,45
24,54,46
24,55,47
24,56,32
24,57,33
24,58,34
24,59,35
24,60,36
24,61,37
24,62,38
24,63,39
24,64,88
24,65,89
24,66,90
24,67,91
24,68,92
24,69,93
24,70,94
24,71,95
24,72,80
24,73,81
24,74,82
24,75,83
24,76,84
24,77,85
24,78,86
24,79,87
24,80,72
24,81,73
24,82,74
24,83,75
24,84,76
24,85,77
24,86,78
24,87,79
24,88,64
24,89,65
24,90,66
24,91,67
24,92,68
24,93,69
24,94,70
24,95,71
25,0,25
25,1,24
25,2,27
25,3,26
25,4,29
25,5,28
25,6,31
25,7,30
25,8,17
25,9,16
25,10,19
25,11,18
25,12,21
25,13,20
25,14,23
25,15,22
25,16,9
25,17,8
25,18,11
25,19,10
25,20,13
25,21,12
25,22,15
25,23,14
25,24,1
25,25,0
25,26,3
25,27,2
25,28,5
25,29,4
25,30,7
25,31,6
25,32,57
25,33,56
25,34,59
25,35,58
25,36,61
25,37,60
25,38,63
25,39,62
25,40,49
25,41,48
25,42,51
25,43,50
25,44,53
25,45,52
25,46,55
25,47,54
25,48,41
25,49,40
25,50,43
25,51,42
25,52,45
25,53,44
25,54,47
25,55,46
25,56,33
25,57,32
25,58,35
25,59,34
25,60,37
25,61,36
25,62,39
25,63,38
25,64,89
25,65,88
25,66,91
25,67,90
25,68,93
25,69,92
25,70,95
25,71,94
25,72,81
25,73,80
25,74,83
25,75,82
25,76,85
25,77,84
25,78,87
25,79,86
25,80,73
25,81,72
25,82,75
25,83,74
25,84,77
25,85,76
25,86,79
25,87,78
25,88,65
25,89,64
25,90,67
25,91,66
25,92,69
25,93,68
25,94,71
25,95,70
26,0,26
26,1,27
26,2,24
26,3,25
26,4,30
26,5,31
26,6,28
26,7,29
26,8,18
26,9,19
26,10,16
26,11,17
26,12,22
26,13,23
26,14,20
26,15,21
26,16,10
26,17,11
26,18,8
26,19,9
26,20,14
26,21,15
26,22,12
26,23,13
26,24,2
26,25,3
26,26,0
26,27,1
26,28,6
26,29,7
26,30,4
26,31,5
26,32,58
26,33,59
26,34,56
26,35,57
26,36,62
26,37,63
26,38,60
26,39,61
26,40,50
26,41,51
26,42,48
26,43,49
26,44,54
26,45,55
26,46,52
26,47,53
26,48,42
26,49,43
26,50,40
26,51,41
26,52,46
26,53,47
26,54,44
26,55,45
26,56,34
26,57,35
26,58,32
26,59,33
26,60,38
26,61,39
26,62,36
26,63,37
26,64,90
26,65,91
26,66,88
26,67,89
26,68,94
26,69,95
26,70,92
26,71,93
26,72,82
26,73,83
26,74,80
26,75,81
26,76,86
26,77,87
26,78,84
26,79,85
26,80,74
26,81,75
26,82,72
26,83,73
26,84,78
26,85,79
26,86,76
26,87,77
26,88,66
26,89,67
26,90,64
26,91,65
26,92,70
26,93,71
26,94,68
26,95,69
27,0,27
27,1,26
27,2,25
27,3,24
27,4,31
27,5,30
27,6,29
27,7,28
27,8,19
27,9,18
27,10,17
27,11,16
27,12,23
27,13,22
27,14,21
27,15,20
27,16,11
27,17,10
27,18,9
27,19,8
27,20,15
27,21,14
27,22,13
27,23,12
27,24,3
27,25,2
27,26,1
27,27,0
27,28,7
27,29,6
27,30,5
27,31,4
27,32,59
27,33,58
27,34,57
27,35,56
27,36,63
27,37,62
27,38,61
27,39,60
27,40,51
27,41,50
27,42,49
27,43,48
27,44,55
27,45,54
27,46,53
27,47,52
27,48,43
27,49,42
27,50,41
27,51,40
27,52,47
27,53,46
27,54,45
27,55,44
27,56,35
27,57,34
27,58,33
27,59,32
27,60,39
27,61,38
27,62,37
27,63,36
27,64,91
27,65,90
27,66,89
27,67,88
27,68,95
27,69,94
27,70,93
27,71,92
27,72,83
27,73,82
27,74,81
27,75,80
27,76,87
27,77,86
27,78,85
27,79,84
27,80,75
27,81,74
27,82,73
27,83,72
27,84,79
27,85,78
27,86,77
27,87,76
27,88,67
27,89,66
27,90,65
27,91,64
27,92,71
27,93,70
27,94,69
27,95,68
28,0,28
28,1,29
28,2,30
28,3,31
28,4,24
28,5,25
28,6,26
28,7,27
28,8,20
28,9,21
28,10,22
28,11,23
28,12,16
28,13,17
28,14,18
28,15,19
28,16,12
28,17,13
28,18,14
28,19,15
28,20,8
28,21,9
28,22,10
28,23,11
28,24,4
28,25,5
28,26,6
28,27,7
28,28,0
28,29,1
28,30,2
28,31,3
28,32,60
28,33,61
28,34,62
28,35,63
28,36,56
28,37,57
28,38,58
28,39,59
28,40,52
28,41,53
28,42,54
28,43,55
28,44,48
28,45,49
28,46,50
28,47,51
28,48,44
28,49,45
28,50,46
28,51,47
28,52,40
28,53,41
28,54,42
28,55,43
28,56,36
28,57,37
28,58,38
28,59,39
28,60,32
28,61,33
28,62,34
28,63,35
28,64,92
28,65,93
28,66,94
28,67,95
28,68,88
28,69,89
28,70,90
28,71,91
28,72,84
28,73,85
28,74,86
28,75,87
28,76,80
28,77,81
28,78,82
28,79,83
28,80,76
28,81,77
28,82,78
28,83,79
28,84,72
28,85,73
28,86,74
28,87,75
28,88,68
28,89,69
28,90,70
28,91,71
28,92,64
28,93,65
28,94,66
28,95,67
29,0,29
29,1,28
29,2,31
29,3,30
29,4,25
29,5,24
29,6,27
29,7,26
29,8,21
29,9,20
29,10,23
29,11,22
29,12,17
29,13,16
29,14,19
29,15,18
29,16,13
29,17,12
29,18,15
29,19,14
29,20,9
29,21,8
29,22,11
29,23,10
29,24,5
29,25,4
29,26,7
29,27,6
29,28,1
29,29,0
29,30,3
29,31,2
29,32,61
29,33,60
29,34,63
29,35,62
29,36,57
29,37,56
29,38,59
29,39,58
29,40,53
29,41,52
29,42,55
29,43,54
29,44,49
29,45,48
29,46,51
29,47,50
29,48,45
29,49,44
29,50,47
29,51,46
29,52,41
29,53,40
29,54,43
29,55,42
29,56,37
29,57,36
29,58,39
29,59,38
29,60,33
29,61,32
29,62,35
29,63,34
29,64,93
29,65,92
29,66,95
29,67,94
29,68,89
29,69,88
29,70,91
29,71,90
29,72,85
29,73,84
29,74,87
29,75,86
29,76,81
29,77,80
29,78,83
29,79,82
29,80,77
29,81,76
29,82,79
29,83,78
29,84,73
29,85,72
29,86,75
29,87,74
29,88,69
29,89,68
29,90,71
29,91,70
29,92,65
29,93,64
29,94,67
29,95,66
30,0,30
30,1,31
30,2,28
30,3,29
30,4,26
30,5,27
30,6,24
30,7,25
30,8,22
30,9,23
30,10,20
30,11,21
30,12,18
30,13,19
30,14,16
30,15,17
30,16,14
30,17,15
30,18,12
30,19,13
30,20,10
30,21,11
30,22,8
30,23,9
30,24,6
30,25,7
30,26,4
30,27,5
30,28,2
30,29,3
30,30,0
30,31,1
30,32,62
30,33,63
30,34,60
30,35,61
30,36,58
30,37,59
30,38,56
30,39,57
30,40,54
30,41,55
30,42,52
30,43,53
30,44,50
30,45,51
30,46,48
30,47,49
30,48,46
30,49,47
30,50,44
30,51,45
30,52,42
30,53,43
30,54,40
30,55,41
30,56,38
30,57,39
30,58,36
30,59,37
30,60,34
30,61,35
30,62,32
30,63,33
30,64,94
30,65,95
30,66,92
30,67,93
30,68,90
30,69,91
30,70,88
30,71,89
30,72,86
30,73,87
30,74,84
30,75,85
30,76,82
30,77,83
30,78,80
30,79,81
30,80,78
30,81,79
30,82,76
30,83,77
30,84,74
30,85,75
30,86,72
30,87,73
30,88,70
30,89,71
30,90,68
30,91,69
30,92,66
30,93,67
30,94,64
30,95,65
31,0,31
31,1,30
31,2,29
31,3,28
31,4,27
31,5,26
31,6,25
31,7,24
31,8,23
31,9,22
31,10,21
31,11,20
31,12,19
31,13,18
31,14,17
31,15,16
31,16,15
31,17,14
31,18,13
31,19,12
31,20,11
31,21,10
31,22,9
31,23,8
31,24,7
31,25,6
31,26,5
31,27,4
31,28,3
31,29,2
31,30,1
31,31,0
31,32,63
31,33,62
31,34,61
31,35,60
31,36,59
31,37,58
31,38,57
31,39,56
31,40,55
31,41,54
31,42,53
31,43,52
31,44,51
31,45,50
31,46,49
31,47,48
31,48,47
31,49,46
31,50,45
31,51,44
31,52,43
31,53,42
31,54,41
31,55,40
31,56,39
31,57,38
31,58,37
31,59,36
31,60,35
31,61,34
31,62,33
31,63,32
31,64,95
31,65,94
31,66,93
31,67,92
31,68,91
31,69,90
31,70,89
31,71,88
31,72,87
31,73,86
31,74,85
31,75,84
31,76,83
31,77,82
31,78,81
31,79,80
31,80,79
31,81,78
31,82,77
31,83,76
31,84,75
31,85,74
31,86,73
31,87,72
31,88,71
31,89,70
31,90,69
31,91,68
31,92,67
31,93,66
31,94,65
31,95,64
32,0,32
32,1,33
32,2,34
32,3,35
32,4,36
32,5,37
32,6,38
32,7,39
32,8,40
32,9,41
32,10,42
32,11,43
32,12,44
32,13,45
32,14,46
32,15,47
32,16,48
32,17,49
32,18,50
32,19,51
32,20,52
32,21,53
32,22,54
32,23,55
32,24,56
32,25,57
32,26,58
32,27,59
32,28,60
32,29,61
32,30,62
32,31,63
32,32,0
32,33,1
32,34,2
32,35,3
32,36,4
32,37,5
32,38,6
32,39,7
32,40,8
32,41,9
32,42,10
32,43,11
32,44,12
32,45,13
32,46,14
32,47,15
32,48,16
32,49,17
32,50,18
32,51,19
32,52,20
32,53,21
32,54,22
32,55,23
32,56,24
32,57,25
32,58,26
32,59,27
32,60,28
32,61,29
32,62,30
32,63,31
32,64,96
32,65,97
32,66,98
32,67,99
32,68,100
32,96,64
32,97,65
32,98,66
32,99,67
32,100,68
33,0,33
33,1,32
33,2,35
33,3,34
33,4,37
33,5,36
33,6,39
33,7,38
33,8,41
33,9,40
33,10,43
33,11,42
33,12,45
33,13,44
33,14,47
33,15,46
33,16,49
33,17,48
33,18,51
33,19,50
33,20,53
33,21,52
33,22,55
33,23,54
33,24,57
33,25,56
33,26,59
33,27,58
33,28,61
33,29,60
33,30,63
33,31,62
33,32,1
33,33,0
33,34,3
33,35,2
33,36,5
33,37,4
33,38,7
33,39,6
33,40,9
33,41,8
33,42,11
33,43,10
33,44,13
33,45,12
33,46,15
33,47,14
33,48,17
33,49,16
33,50,19
33,51,18
33,52,21
33,53,20
33,54,23
33,55,22
33,56,25
33,57,24
33,58,27
33,59,26
33,60,29
33,61,28
33,62,31
33,63,30
33,64,97
33,65,96
33,66,99
33,67,98
33,69,100
33,96,65
33,97,64
33,98,67
33,99,66
33,100,69
34,0,34
34,1,35
34,2,32
34,3,33
34,4,38
34,5,39
34,6,36
34,7,37
34,8,42
34,9,43
34,10,40
34,11,41
34,12,46
34,13,47
34,14,44
34,15,45
34,16,50
34,17,51
34,18,48
34,19,49
34,20,54
34,21,55
34,22,52
34,23,53
34,24,58
34,25,59
34,26,56
34,27,57
34,28,62
34,29,63
34,30,60
34,31,61
34,32,2
34,33,3
34,34,0
34,35,1
34,36,6
34,37,7
34,38,4
34,39,5
34,40,10
34,41,11
34,42,8
34,43,9
34,44,14
34,45,15
34,46,12
34,47,13
34,48,18
34,49,19
34,50,16
34,51,17
34,52,22
34,53,23
34,54,20
34,55,21
34,56,26
34,57,27
34,58,24
34,59,25
34,60,30
34,61,31
34,62,28
34,63,29
34,64,98
34,65,99
34,66,96
34,67,97
34,70,100
34,96,66
34,97,67
34,98,64
34,99,65
34,100,70
35,0,35
35,1,34
35,2,33
35,3,32
35,4,39
35,5,38
35,6,37
35,7,36
35,8,43
35,9,42
35,10,41
35,11,40
35,12,47
35,13,46
35,14,45
35,15,44
35,16,51
35,17,50
35,18,49
35,19,48
35,20,55
35,21,54
35,22,53
35,23,52
35,24,59
35,25,58
35,26,57
35,27,56
35,28,63
35,29,62
35,30,61
35,31,60
35,32,3
35,33,2
35,34,1
35,35,0
35,36,7
35,37,6
35,38,5
35,39,4
35,40,11
35,41,10
35,42,9
35,43,8
35,44,15
35,45,14
35,46,13
35,47,12
35,48,19
35,49,18
35,50,17
35,51,16
35,52,23
35,53,22
35,54,21
35,55,20
35,56,27
35,57,26
35,58,25
35,59,24
35,60,31
35,61,30
35,62,29
35,63,28
35,64,99
35,65,98
35,66,97
35,67,96
35,71,100
35,96,67
35,97,66
35,98,65
35,99,64
35,100,71
36,0,36
36,1,37
36,2,38
36,3,39
36,4,32
36,5,33
36,6,34
36,7,35
36,8,44
36,9,45
36,10,46
36,11,47
36,12,40
36,13,41
36,14,42
36,15,43
36,16,52
36,17,53
36,18,54
36,19,55
36,20,48
36,21,49
36,22,50
36,23,51
36,24,60
36,25,61
36,26,62
36,27,63
36,28,56
36,29,57
36,30,58
36,31,59
36,32,4
36,33,5
36,34,6
36,35,7
36,36,0
36,37,1
36,38,2
36,39,3
36,40,12
36,41,13
36,42,14
36,43,15
36,44,8
36,45,9
36,46,10
36,47,11
36,48,20
36,49,21
36,50,22
36,51,23
36,52,16
36,53,17
36,54,18
36,55,19
36,56,28
36,57,29
36,58,30
36,59,31
36,60,24
36,61,25
36,62,26
36,63,27
36,64,100
36,68,96
36,69,97
36,70,98
36,71,99
36,96,68
36,97,69
36,98,70
36,99,71
36,100,64
37,0,37
37,1,36
37,2,39
37,3,38
37,4,33
37,5,32
37,6,35
37,7,34
37,8,45
37,9,44
37,10,47
37,11,46
37,12,41
37,13,40
37,14,43
37,15,42
37,16,53
37,17,52
37,18,55
37,19,54
37,20,49
37,21,48
37,22,51
37,23,50
37,24,61
37,25,60
37,26,63
37,27,62
37,28,57
37,29,56
37,30,59
37,31,58
37,32,5
37,33,4
37,34,7
37,35,6
37,36,1
37,37,0
37,38,3
37,39,2
37,40,13
37,41,12
37,42,15
37,43,14
37,44,9
37,45,8
37,46,11
37,47,10
37,48,21
37,49,20
37,50,23
37,51,22
37,52,17
37,53,16
37,54,19
37,55,18
37,56,29
37,57,28
37,58,31
37,59,30
37,60,25
37,61,24
37,62,27
37,63,26
37,65,100
37,68,97
37,69,96
37,70,99
37,71,98
37,96,69
37,97,68
37,98,71
37,99,70
37,100,65
38,0,38
38,1,39
38,2,36
38,3,37
38,4,34
38,5,35
38,6,32
38,7,33
38,8,46
38,9,47
38,10,44
38,11,45
38,12,42
38,13,43
38,14,40
38,15,41
38,16,54
38,17,55
38,18,52
38,19,53
38,20,50
38,21,51
38,22,48
38,23,49
38,24,62
38,25,63
38,26,60
38,27,61
38,28,58
38,29,59
38,30,56
38,31,57
38,32,6
38,33,7
38,34,4
38,35,5
38,36,2
38,37,3
38,38,0
38,39,1
38,40,14
38,41,15
38,42,12
38,43,13
38,44,10
38,45,11
38,46,8
38,47,9
38,48,22
38,49,23
38,50,20
38,51,21
38,52,18
38,53,19
38,54,16
38,55,17
38,56,30
38,57,31
38,58,28
38,59,29
38,60,26
38,61,27
38,62,24
38,63,25
38,66,100
38,68,98
38,69,99
38,70,96
38,71,97
38,96,70
38,97,71
38,98,68
38,99,69
38,100,66
39,0,39
39,1,38
39,2,37
39,3,36
39,4,35
39,5,34
39,6,33
39,7,32
39,8,47
39,9,46
39,10,45
39,11,44
39,12,43
39,13,42
39,14,41
39,15,40
39,16,55
39,17,54
39,18,53
39,19,52
39,20,51
39,21,50
39,22,49
39,23,48
39,24,63
39,25,62
39,26,61
39,27,60
39,28,59
39,29,58
39,30,57
39,31,56
39,32,7
39,33,6
39,34,5
39,35,4
39,36,3
39,37,2
39,38,1
39,39,0
39,40,15
39,41,14
39,42,13
39,43,12
39,44,11
39,45,10
39,46,9
39,47,8
39,48,23
39,49,22
39,50,21
39,51,20
39,52,19
39,53,18
39,54,17
39,55,16
39,56,31
39,57,30
39,58,29
39,59,28
39,60,27
39,61,26
39,62,25
39,63,24
39,67,100
39,68,99
39,69,98
39,70,97
39,71,96
39,96,71
39,97,70
39,98,69
39,99,68
39,100,67
40,0,40
40,1,41
40,2,42
40,3,43
40,4,44
40,5,45
40,6,46
40,7,47
40,8,32
40,9,33
40,10,34
40,11,35
40,12,36
40,13,37
40,14,38
40,15,39
40,16,56
40,17,57
40,18,58
40,19,59
40,20,60
40,21,61
40,22,62
40,23,63
40,24,48
40,25,49
40,26,50
40,27,51
40,28,52
40,29,53
40,30,54
40,31,55
40,32,8
40,33,9
40,34,10
40,35,11
40,36,12
40,37,13
40,38,14
40,39,15
40,40,0
40,41,1
40,42,2
40,43,3
40,44,4
40,45,5
40,46,6
40,47,7
40,48,24
40,49,25
40,50,26
40,51,27
40,52,28
40,53,29
40,54,30
40,55,31
40,56,16
40,57,17
40,58,18
40,59,19
40,60,20
40,61,21
40,62,22
40,63,23
40,72,96
40,73,97
40,74,98
40,75,99
40,76,100
40,96,72
40,97,73
40,98,74
40,99,75
40,100,76
41,0,41
41,1,40
41,2,43
41,3,42
41,4,45
41,5,44
41,6,47
41,7,46
41,8,33
41,9,32
41,10,35
41,11,34
41,12,37
41,13,36
41,14,39
41,15,38
41,16,57
41,17,56
41,18,59
41,19,58
41,20,61
41,21,60
41,22,63
41,23,62
41,24,49
41,25,48
41,26,51
41,27,50
41,28,53
41,29,52
41,30,55
41,31,54
41,32,9
41,33,8
41,34,11
41,35,10
41,36,13
41,37,12
41,38,15
41,39,14
41,40,1
41,41,0
41,42,3
41,43,2
41,44,5
41,45,4
41,46,7
41,47,6
41,48,25
41,49,24
41,50,27
41,51,26
41,52,29
41,53,28
41,54,31
41,55,30
41,56,17
41,57,16
41,58,19
41,59,18
41,60,21
41,61,20
41,62,23
41,63,22
41,72,97
41,73,96
41,74,99
41,75,98
41,77,100
41,96,73
41,97,72
41,98,75
41,99,74
41,100,77
42,0,42
42,1,43
42,2,40
42,3,41
42,4,46
42,5,47
42,6,44
42,7,45
42,8,34
42,9,35
42,10,32
42,11,33
42,12,38
42,13,39
42,14,36
42,15,37
42,16,58
42,17,59
42,18,56
42,19,57
42,20,62
42,21,63
42,22,60
42,23,61
42,24,50
42,25,51
42,26,48
42,27,49
42,28,54
42,29,55
42,30,52
42,31,53
42,32,10
42,33,11
42,34,8
42,35,9
42,36,14
42,37,15
42,38,12
42,39,13
42,40,2
42,41,3
42,42,0
42,43,1
42,44,6
42,45,7
42,46,4
42,47,5
42,48,26
42,49,27
42,50,24
42,51,25
42,52,30
42,53,31
42,54,28
42,55,29
42,56,18
42,57,19
42,58,16
42,59,17
42,60,22
42,61,23
42,62,20
42,63,21
42,72,98
42,73,99
42,74,96
42,75,97
42,78,100
42,96,74
42,97,75
42,98,72
42,99,73
42,100,78
43,0,43
43,1,42
43,2,41
43,3,40
43,4,47
43,5,46
43,6,45
43,7,44
43,8,35
43,9,34
43,10,33
43,11,32
43,12,39
43,13,38
43,14,37
43,15,36
43,16,59
43,17,58
43,18,57
43,19,56
43,20,63
43,21,62
43,22,61
43,23,60
43,24,51
43,25,50
43,26,49
43,27,48
43,28,55
43,29,54
43,30,53
43,31,52
43,32,11
43,33,10
43,34,9
43,35,8
43,36,15
43,37,14
43,38,13
43,39,12
43,40,3
43,41,2
43,42,1
43,43,0
43,44,7
43,45,6
43,46,5
43,47,4
43,48,27
43,49,26
43,50,25
43,51,24
43,52,31
43,53,30
43,54,29
43,55,28
43,56,19
43,57,18
43,58,17
43,59,16
43,60,23
43,61,22
43,62,21
43,63,20
43,72,99
43,73,98
43,74,97
43,75,96
43,79,100
43,96,75
43,97,74
43,98,73
43,99,72
43,100,79
44,0,44
44,1,45
44,2,46
44,3,47
44,4,40
44,5,41
44,6,42
44,7,43
44,8,36
44,9,37
44,10,38
44,11,39
44,12,32
44,13,33
44,14,34
44,15,35
44,16,60
44,17,61
44,18,62
44,19,63
44,20,56
44,21,57
44,22,58
44,23,59
44,24,52
44,25,53
44,26,54
44,27,55
44,28,48
44,29,49
44,30,50
44,31,51
44,32,12
44,33,13
44,34,14
44,35,15
44,36,8
44,37,9
44,38,10
44,39,11
44,40,4
44,41,5
44,42,6
44,43,7
44,44,0
44,45,1
44,46,2
44,47,3
44,48,28
44,49,29
44,50,30
44,51,31
44,52,24
44,53,25
44,54,26
44,55,27
44,56,20
44,57,21
44,58,22
44,59,23
44,60,16
44,61,17
44,62,18
44,63,19
44,72,100
44,76,96
44,77,97
44,78,98
44,79,99
44,96,76
44,97,77
44,98,78
44,99,79
44,100,72
45,0,45
45,1,44
45,2,47
45,3,46
45,4,41
45,5,40
45,6,43
45,7,42
45,8,37
45,9,36
45,10,39
45,11,38
45,12,33
45,13,32
45,14,35
45,15,34
45,16,61
45,17,60
45,18,63
45,19,62
45,20,57
45,21,56
45,22,59
45,23,58
45,24,53
45,25,52
45,26,55
45,27,54
45,28,49
45,29,48
45,30,51
45,31,50
45,32,13
45,33,12
45,34,15
45,35,14
45,36,9
45,37,8
45,38,11
45,39,10
45,40,5
45,41,4
45,42,7
45,43,6
45,44,1
45,45,0
45,46,3
45,47,2
45,48,29
45,49,28
45,50,31
45,51,30
45,52,25
45,53,24
45,54,27
45,55,26
45,56,21
45,57,20
45,58,23
45,59,22
45,60,17
45,61,16
45,62,19
45,63,18
45,73,100
45,76,97
45,77,96
45,78,99
45,79,98
45,96,77
45,97,76
45,98,79
45,99,78
45,100,73
46,0,46
46,1,47
46,2,44
46,3,45
46,4,42
46,5,43
46,6,40
46,7,41
46,8,38
46,9,39
46,10,36
46,11,37
46,12,34
46,13,35
46,14,32
46,15,33
46,16,62
46,17,63
46,18,60
46,19,61
46,20,58
46,21,59
46,22,56
46,23,57
46,24,54
46,25,55
46,26,52
46,27,53
46,28,50
46,29,51
46,30,48
46,31,49
46,32,14
46,33,15
46,34,12
46,35,13
46,36,10
46,37,11
46,38,8
46,39,9
46,40,6
46,41,7
46,42,4
46,43,5
46,44,2
46,45,3
46,46,0
46,47,1
46,48,30
46,49,31
46,50,28
46,51,29
46,52,26
46,53,27
46,54,24
46,55,25
46,56,22
46,57,23
46,58,20
46,59,21
46,60,18
46,61,19
46,62,16
46,63,17
46,74,100
46,76,98
46,77,99
46,78,96
46,79,97
46,96,78
46,97,79
46,98,76
46,99,77
46,100,74
47,0,47
47,1,46
47,2,45
47,3,44
47,4,43
47,5,42
47,6,41
47,7,40
47,8,39
47,9,38
47,10,37
47,11,36
47,12,35
47,13,34
47,14,33
47,15,32
47,16,63
47,17,62
47,18,61
47,19,60
47,20,59
47,21,58
47,22,57
47,23,56
47,24,55
47,25,54
47,26,53
47,27,52
47,28,51
47,29,50
47,30,49
47,31,48
47,32,15
47,33,14
47,34,13
47,35,12
47,36,11
47,37,10
47,38,9
47,39,8
47,40,7
47,41,6
47,42,5
47,43,4
47,44,3
47,45,2
47,46,1
47,47,0
47,48,31
47,49,30
47,50,29
47,51,28
47,52,27
47,53,26
47,54,25
47,55,24
47,56,23
47,57,22
47,58,21
47,59,20
47,60,19
47,61,18
47,62,17
47,63,16
47,75,100
47,76,99
47,77,98
47,78,97
47,79,96
47,96,79
47,97,78
47,98,77
47,99,76
47,100,75
48,0,48
48,1,49
48,2,50
48,3,51
48,4,52
48,5,53
48,6,54
48,7,55
48,8,56
48,9,57
48,10,58
48,11,59
48,12,60
48,13,61
48,14,62
48,15,63
48,16,32
48,17,33
48,18,34
48,19,35
48,20,36
48,21,37
48,22,38
48,23,39
48,24,40
48,25,41
48,26,42
48,27,43
48,28,44
48,29,45
48,30,46
48,31,47
48,32,16
48,33,17
48,34,18
48,35,19
48,36,20
48,37,21
48,38,22
48,39,23
48,40,24
48,41,25
48,42,26
48,43,27
48,44,28
48,45,29
48,46,30
48,47,31
48,48,0
48,49,1
48,50,2
48,51,3
48,52,4
48,53,5
48,54,6
48,55,7
48,56,8
48,57,9
48,58,10
48,59,11
48,60,12
48,61,13
48,62,14
48,63,15
48,80,96
48,81,97
48,82,98
48,83,99
48,84,100
48,96,80
48,97,81
48,98,82
48,99,83
48,100,84
49,0,49
49,1,48
49,2,51
49,3,50
49,4,53
49,5,52
49,6,55
49,7,54
49,8,57
49,9,56
49,10,59
49,11,58
49,12,61
49,13,60
49,14,63
49,15,62
49,16,33
49,17,32
49,18,35
49,19,34
49,20,37
49,21,36
49,22,39
49,23,38
49,24,41
49,25,40
49,26,43
49,27,42
49,28,45
49,29,44
49,30,47
49,31,46
49,32,17
49,33,16
49,34,19
49,35,18
49,36,21
49,37,20
49,38,23
49,39,22
49,40,25
49,41,24
49,42,27
49,43,26
49,44,29
49,45,28
49,46,31
49,47,30
49,48,1
49,49,0
49,50,3
49,51,2
49,52,5
49,53,4
49,54,7
49,55,6
49,56,9
49,57,8
49,58,11
49,59,10
49,60,13
49,61,12
49,62,15
49,63,14
49,80,97
49,81,96
49,82,99
49,83,98
49,85,100
49,96,81
49,97,80
49,98,83
49,99,82
49,100,85
50,0,50
50,1,51
50,2,48
50,3,49
50,4,54
50,5,55
50,6,52
50,7,53
50,8,58
50,9,59
50,10,56
50,11,57
50,12,62
50,13,63
50,14,60
50,15,61
50,16,34
50,17,35
50,18,32
50,19,33
50,20,38
50,21,39
50,22,36
50,23,37
50,24,42
50,25,43
50,26,40
50,27,41
50,28,46
50,29,47
50,30,44
50,31,45
50,32,18
50,33,19
50,34,16
50,35,17
50,36,22
50,37,23
50,38,20
50,39,21
50,40,26
50,41,27
50,42,24
50,43,25
50,44,30
50,45,31
50,46,28
50,47,29
50,48,2
50,49,3
50,50,0
50,51,1
50,52,6
50,53,7
50,54,4
50,55,5
50,56,10
50,57,11
50,58,8
50,59,9
50,60,14
50,61,15
50,62,12
50,63,13
50,80,98
50,81,99
50,82,96
50,83,97
50,86,100
50,96,82
50,97,83
50,98,80
50,99,81
50,100,86
51,0,51
51,1,50
51,2,49
51,3,48
51,4,55
51,5,54
51,6,53
51,7,52
51,8,59
51,9,58
51,10,57
51,11,56
51,12,63
51,13,62
51,14,61
51,15,60
51,16,35
51,17,34
51,18,33
51,19,32
51,20,39
51,21,38
51,22,37
51,23,36
51,24,43
51,25,42
51,26,41
51,27,40
51,28,47
51,29,46
51,30,45
51,31,44
51,32,19
51,33,18
51,34,17
51,35,16
51,36,23
51,37,22
51,38,21
51,39,20
51,40,27
51,41,26
51,42,25
51,43,24
51,44,31
51,45,30
51,46,29
51,47,28
51,48,3
51,49,2
51,50,1
51,51,0
51,52,7
51,53,6
51,54,5
51,55,4
51,56,11
51,57,10
51,58,9
51,59,8
51,60,15
51,61,14
51,62,13
51,63,12
51,80,99
51,81,98
51,82,97
51,83,96
51,87,100
51,96,83
51,97,82
51,98,81
51,99,80
51,100,87
52,0,52
52,1,53
52,2,54
52,3,55
52,4,48
52,5,49
52,6,50
52,7,51
52,8,60
52,9,61
52,10,62
52,11,63
52,12,56
52,13,57
52,14,58
52,15,59
52,16,36
52,17,37
52,18,38
52,19,39
52,20,32
52,21,33
52,22,34
52,23,35
52,24,44
52,25,45
52,26,46
52,27,47
52,28,40
52,29,41
52,30,42
52,31,43
52,32,20
52,33,21
52,34,22
52,35,23
52,36,16
52,37,17
52,38,18
52,39,19
52,40,28
52,41,29
52,42,30
52,43,31
52,44,24
52,45,25
52,46,26
52,47,27
52,48,4
52,49,5
52,50,6
52,51,7
52,52,0
52,53,1
52,54,2
52,55,3
52,56,12
52,57,13
52,58,14
52,59,15
52,60,8
52,61,9
52,62,10
52,63,11
52,80,100
52,84,96
52,85,97
52,86,98
52,87,99
52,96,84
52,97,85
52,98,86
52,99,87
52,100,80
53,0,53
53,1,52
53,2,55
53,3,54
53,4,49
