1,1,6
1,1,11
1,1,16
1,1,21
1,1,26
1,1,31
1,1,36
1,2,8
1,2,13
1,2,18
1,2,23
1,2,28
1,2,33
1,2,38
1,3,7
1,3,12
1,3,17
1,3,22
1,3,27
1,3,32
1,3,37
1,4,9
1,4,14
1,4,19
1,4,24
1,4,29
1,4,34
1,4,39
1,6,6
1,6,11
1,6,16
1,6,21
1,6,26
1,6,31
1,6,36
1,7,8
1,7,13
1,7,18
1,7,23
1,7,28
1,7,33
1,7,38
1,8,12
1,8,17
1,8,22
1,8,27
1,8,32
1,8,37
1,9,9
1,9,14
1,9,19
1,9,24
1,9,29
1,9,34
1,9,39
1,11,11
1,11,16
1,11,21
1,11,26
1,11,31
1,11,36
1,12,13
1,12,18
1,12,23
1,12,28
1,12,33
1,12,38
1,13,17
1,13,22
1,13,27
1,13,32
1,13,37
1,14,14
1,14,19
1,14,24
1,14,29
1,14,34
1,14,39
1,16,16
1,16,21
1,16,26
1,16,31
1,16,36
1,17,18
1,17,23
1,17,28
1,17,33
1,17,38
1,18,22
1,18,27
1,18,32
1,18,37
1,19,19
1,19,24
1,19,29
1,19,34
1,19,39
1,21,21
1,21,26
1,21,31
1,21,36
1,22,23
1,22,28
1,22,33
1,22,38
1,23,27
1,23,32
1,23,37
1,24,24
1,24,29
1,24,34
1,24,39
1,26,26
1,26,31
1,26,36
1,27,28
1,27,33
1,27,38
1,28,32
1,28,37
1,29,29
1,29,34
1,29,39
1,31,31
1,31,36
1,32,33
1,32,38
1,33,37
1,34,34
1,34,39
1,36,36
1,37,38
1,39,39
2,2,9
2,2,14
2,2,19
2,2,24
2,2,29
2,2,34
2,2,39
2,3,6
2,3,11
2,3,16
2,3,21
2,3,26
2,3,31
2,3,36
2,4,7
2,4,12
2,4,17
2,4,22
2,4,27
2,4,32
2,4,37
2,6,8
2,6,13
2,6,18
2,6,23
2,6,28
2,6,33
2,6,38
2,7,9
2,7,14
2,7,19
2,7,24
2,7,29
2,7,34
2,7,39
2,8,11
2,8,16
2,8,21
2,8,26
2,8,31
2,8,36
2,9,12
2,9,17
2,9,22
2,9,27
2,9,32
2,9,37
2,11,13
2,11,18
2,11,23
2,11,28
2,11,33
2,11,38
2,12,14
2,12,19
2,12,24
2,12,29
2,12,34
2,12,39
2,13,16
2,13,21
2,13,26
2,13,31
2,13,36
2,14,17
2,14,22
2,14,27
2,14,32
2,14,37
2,16,18
2,16,23
2,16,28
2,16,33
2,16,38
2,17,19
2,17,24
2,17,29
2,17,34
2,17,39
2,18,21
2,18,26
2,18,31
2,18,36
2,19,22
2,19,27
2,19,32
2,19,37
2,21,23
2,21,28
2,21,33
2,21,38
2,22,24
2,22,29
